rules-processing,2025-12-23_15:23:26,100.58%,202.7MiB / 7.654GiB,2.59%,30.2MB / 13.3MB,143MB / 64.7MB
rules-processing,2025-12-23_15:23:38,80.58%,202.9MiB / 7.654GiB,2.59%,30.3MB / 13.4MB,143MB / 64.7MB
rules-processing,2025-12-23_15:23:50,102.33%,203.2MiB / 7.654GiB,2.59%,30.4MB / 13.4MB,143MB / 64.7MB
rules-processing,2025-12-23_15:24:02,87.80%,203.2MiB / 7.654GiB,2.59%,30.6MB / 13.5MB,143MB / 64.7MB
rules-processing,2025-12-23_15:24:15,103.66%,203.6MiB / 7.654GiB,2.60%,30.7MB / 13.5MB,143MB / 64.7MB
rules-processing,2025-12-23_15:24:26,94.01%,203.5MiB / 7.654GiB,2.60%,30.8MB / 13.6MB,143MB / 64.7MB
rules-processing,2025-12-23_15:24:38,104.02%,203.7MiB / 7.654GiB,2.60%,31MB / 13.6MB,143MB / 64.8MB
rules-processing,2025-12-23_15:24:50,101.93%,204.1MiB / 7.654GiB,2.60%,31.1MB / 13.7MB,143MB / 64.8MB
rules-processing,2025-12-23_15:25:02,92.94%,204MiB / 7.654GiB,2.60%,31.2MB / 13.8MB,143MB / 64.8MB
rules-processing,2025-12-23_15:25:15,114.95%,204.2MiB / 7.654GiB,2.61%,31.4MB / 13.8MB,143MB / 64.8MB
rules-processing,2025-12-23_15:25:26,101.89%,204.3MiB / 7.654GiB,2.61%,31.5MB / 13.9MB,143MB / 64.8MB
rules-processing,2025-12-23_15:25:38,102.48%,206.5MiB / 7.654GiB,2.63%,31.7MB / 14MB,143MB / 64.8MB
rules-processing,2025-12-23_15:25:50,105.29%,205.8MiB / 7.654GiB,2.63%,31.9MB / 14.1MB,143MB / 64.8MB
rules-processing,2025-12-23_15:26:02,100.68%,204.8MiB / 7.654GiB,2.61%,32.1MB / 14.2MB,143MB / 64.8MB
